Facility ID,Facility Name,Audience,Prompt Version,Performance Evidence,Context Evidence,Prompt,Prompt Tokens,Within Token Limit,Generated Narrative
490107,RESTON HOSPITAL CENTER,Clinical,1,"Facility: RESTON HOSPITAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.36 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.36 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.34 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2423.0 Device Days
    - CLABSI (ICU + select Wards): 1.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: RESTON HOSPITAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.36 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.36 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.34 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2423.0 Device Days
    - CLABSI (ICU + select Wards): 1.0 Cases

Narrative:",295,True,Healthcare-Associated Infections - CLABSI (ICU + select Wards): 2423.0 Device Days - CLABSI (ICU + select Wards): 1.0 Cases
490107,RESTON HOSPITAL CENTER,Community Report,1,"Facility: RESTON HOSPITAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.41 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - Clostridium Difficile: 0.18 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: RESTON HOSPITAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.41 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - Clostridium Difficile: 0.18 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Narrative:",229,True,The Reson Hospital Center has a low number of Healthcare-Associated Infections.
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,Patient Friendly,1,"Facility: ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Recommend hospital: 3.00 Stars
      Cohort Mean: 3.41 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Recommend hospital: 3.00 Stars
      Cohort Mean: 3.41 | Higher is Better

Narrative:",258,True,The hospital ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER has a high score on cleanliness and a low score on patient satisfaction.
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,Executive Summary,1,"Facility: ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Recommend hospital: 3.00 Stars
      Cohort Mean: 3.41 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Recommend hospital: 3.00 Stars
      Cohort Mean: 3.41 | Higher is Better

Narrative:",258,True,The hospital's strengths are Healthcare-Associated Infections. The hospital's weaknesses are Patient Survey.
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,Clinical,1,"Facility: ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 1.07 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Recommend hospital: 3.00 Stars
      Cohort Mean: 3.41 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 1432.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 1.07 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Recommend hospital: 3.00 Stars
      Cohort Mean: 3.41 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 1432.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases

Narrative:",308,True,Healthcare-Associated Infections - CLABSI (ICU + select Wards): 1432.0 Device Days - CLABSI (ICU + select Wards): 0.0 Cases
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,Community Report,1,"Facility: ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Recommend hospital: 3.00 Stars
      Cohort Mean: 3.41 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Recommend hospital: 3.00 Stars
      Cohort Mean: 3.41 | Higher is Better

Narrative:",253,True,The hospital ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER has a low patient satisfaction rating.
390046,WELLSPAN YORK HOSPITAL,Patient Friendly,1,"Facility: WELLSPAN YORK HOSPITAL

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: -0.05 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - CLABSI (ICU + select Wards): 0.37 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 62.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 45.00 Percent
      Cohort Mean: 71.21 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: WELLSPAN YORK HOSPITAL

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: -0.05 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - CLABSI (ICU + select Wards): 0.37 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 62.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 45.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Narrative:",263,True,WELLSPAN YORK HOSPITAL is a hospital that provides healthcare-associated infections. The hospital has a relative performance of -0.05 SD from the cohort. The hospital has a weakness in timely and effective care.
390046,WELLSPAN YORK HOSPITAL,Executive Summary,1,"Facility: WELLSPAN YORK HOSPITAL

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: -0.05 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - CLABSI (ICU + select Wards): 0.37 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 62.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 45.00 Percent
      Cohort Mean: 71.21 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: WELLSPAN YORK HOSPITAL

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: -0.05 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - CLABSI (ICU + select Wards): 0.37 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 62.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 45.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Narrative:",263,True,The facility at WELLSPAN YORK HOSPITAL has a strong focus on Healthcare-Associated Infections. The facility has a strong focus on Healthcare-Associated Infections. The facility has a weak focus on Timely and Effective Care.
390046,WELLSPAN YORK HOSPITAL,Clinical,1,"Facility: WELLSPAN YORK HOSPITAL

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: -0.03 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.37 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.70 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 62.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 45.00 Percent
      Cohort Mean: 71.21 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 22325.0 Device Days
    - CLABSI (ICU + select Wards): 9.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: WELLSPAN YORK HOSPITAL

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: -0.03 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.37 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.70 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 62.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 45.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 22325.0 Device Days
    - CLABSI (ICU + select Wards): 9.0 Cases

Narrative:",320,True,Healthcare-Associated Infections - CLABSI (ICU + select Wards): 22325.0 Device Days - CLABSI (ICU + select Wards): 9.0 Cases
390046,WELLSPAN YORK HOSPITAL,Community Report,1,"Facility: WELLSPAN YORK HOSPITAL

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: -0.05 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - CLABSI (ICU + select Wards): 0.37 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 62.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 45.00 Percent
      Cohort Mean: 71.21 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: WELLSPAN YORK HOSPITAL

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: -0.05 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - CLABSI (ICU + select Wards): 0.37 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 62.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 45.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Narrative:",258,True,WELLSPAN YORK HOSPITAL has a better than the national benchmark for Healthcare-Associated Infections.
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,Patient Friendly,1,"Facility: SUMMERLIN HOSPITAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.79 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - SSI (Abdominal Hysterectomy): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 1.11 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SUMMERLIN HOSPITAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.79 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - SSI (Abdominal Hysterectomy): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 1.11 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Narrative:",244,True,The SUMMERLIN HOSPITAL MEDICAL CENTER has a better than the national benchmark in terms of Healthcare-Associated Infections.
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,Executive Summary,1,"Facility: SUMMERLIN HOSPITAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.79 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - SSI (Abdominal Hysterectomy): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 1.11 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SUMMERLIN HOSPITAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.79 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - SSI (Abdominal Hysterectomy): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 1.11 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Narrative:",244,True,"SUMMERLIN HOSPITAL MEDICAL CENTER is a hospital that provides healthcare services. The strengths of the hospital are Healthcare-Associated Infections. The weaknesses of the hospital are Doctor communication, Patient Survey, and Discharge information."
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,Clinical,1,"Facility: SUMMERLIN HOSPITAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.57 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.14 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.34 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 12313.0 Device Days
    - CLABSI (ICU + select Wards): 2.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SUMMERLIN HOSPITAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.57 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.14 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.34 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 12313.0 Device Days
    - CLABSI (ICU + select Wards): 2.0 Cases

Narrative:",299,True,Healthcare-Associated Infections - CLABSI (ICU + select Wards): 12313.0 Device Days - CLABSI (ICU + select Wards): 2.0 Cases
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,Community Report,1,"Facility: SUMMERLIN HOSPITAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.79 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - SSI (Abdominal Hysterectomy): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 1.11 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SUMMERLIN HOSPITAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.79 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - SSI (Abdominal Hysterectomy): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 1.11 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Narrative:",239,True,SUMMERLIN HOSPITAL MEDICAL CENTER has a better than the national benchmark in Healthcare-Associated Infections.
