Facility ID,Facility Name,Audience,Prompt Version,Performance Evidence,Context Evidence,Prompt,Split
430014,AVERA ST LUKES,Community Report,1,"Facility: AVERA ST LUKES

Strengths:
  Timely and Effective Care
  Relative Performance: 0.84 SD from cohort

  Key Measures:
    - ED Time - All Patients: 123.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 123.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.27 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: AVERA ST LUKES

Strengths:
  Timely and Effective Care
  Relative Performance: 0.84 SD from cohort

  Key Measures:
    - ED Time - All Patients: 123.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 123.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.27 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Narrative:",Development
190274,OCHSNER MEDICAL CENTER-KENNER,Patient Friendly,1,"Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Narrative:",Development
190274,OCHSNER MEDICAL CENTER-KENNER,Executive Summary,1,"Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Narrative:",Development
190274,OCHSNER MEDICAL CENTER-KENNER,Clinical,1,"Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 1748.0 Device Days
    - CLABSI (ICU + select Wards): 2.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 1748.0 Device Days
    - CLABSI (ICU + select Wards): 2.0 Cases

Narrative:",Development
190274,OCHSNER MEDICAL CENTER-KENNER,Community Report,1,"Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Narrative:",Development
380050,SKY LAKES MEDICAL CENTER,Patient Friendly,1,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Narrative:",Development
380050,SKY LAKES MEDICAL CENTER,Executive Summary,1,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Narrative:",Development
380050,SKY LAKES MEDICAL CENTER,Clinical,1,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 1.07 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2555.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 1.07 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2555.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases

Narrative:",Development
380050,SKY LAKES MEDICAL CENTER,Community Report,1,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Narrative:",Development
190026,RAPIDES REGIONAL MEDICAL CENTER,Patient Friendly,1,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better

Narrative:",Development
190026,RAPIDES REGIONAL MEDICAL CENTER,Executive Summary,1,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better

Narrative:",Development
190026,RAPIDES REGIONAL MEDICAL CENTER,Clinical,1,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 2.10 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.58 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 7594.0 Device Days
    - CLABSI (ICU + select Wards): 17.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 2.10 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.58 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 7594.0 Device Days
    - CLABSI (ICU + select Wards): 17.0 Cases

Narrative:",Development
190026,RAPIDES REGIONAL MEDICAL CENTER,Community Report,1,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better

Narrative:",Development
030023,FLAGSTAFF MEDICAL CENTER,Patient Friendly,1,"Facility: FLAGSTAFF MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Discharge information: 3.00 Stars
      Cohort Mean: 3.10 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: FLAGSTAFF MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Discharge information: 3.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Narrative:",Testing
030023,FLAGSTAFF MEDICAL CENTER,Executive Summary,1,"Facility: FLAGSTAFF MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Discharge information: 3.00 Stars
      Cohort Mean: 3.10 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: FLAGSTAFF MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Discharge information: 3.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Narrative:",Testing
030023,FLAGSTAFF MEDICAL CENTER,Clinical,1,"Facility: FLAGSTAFF MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.93 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.12 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Discharge information: 3.00 Stars
      Cohort Mean: 3.10 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 5851.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: FLAGSTAFF MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.93 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.12 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Discharge information: 3.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 5851.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases

Narrative:",Testing
030023,FLAGSTAFF MEDICAL CENTER,Community Report,1,"Facility: FLAGSTAFF MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Discharge information: 3.00 Stars
      Cohort Mean: 3.10 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: FLAGSTAFF MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.86 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 2.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Discharge information: 3.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Narrative:",Testing
