Split,Facility ID,Facility Name,Domain,Communication Style,Prompt Version,Prepared Narrative,Prompt,Prompt Token Count,Generated Narrative,Generation Seconds,Flesch Reading Ease,Numeric Recall,Numeric Precision,Direction Recall,Generated Words,Compression Ratio
Training,390231,JEFFERSON ABINGTON HOSPITAL,Healthcare-Associated Infections,Community Report,2,"Central Line Associated Bloodstream Infection had an SIR of 0.60, indicating fewer infections than predicted. Catheter Associated Urinary Tract Infections had an SIR of 0.30, indicating fewer infections than predicted. SSI - Colon Surgery had an SIR of 0.74, indicating fewer infections than predicted. SSI - Abdominal Hysterectomy had an SIR of 1.32, indicating more infections than predicted. MRSA Bacteremia had an SIR of 0.73, indicating fewer infections than predicted. Clostridium Difficile (C.Diff) had an SIR of 0.52, indicating fewer infections than predicted.","Create a community-facing summary of the hospital performance results. Keep the tone balanced and understandable for the general public. Do not exaggerate strengths or weaknesses.
Prioritize these measures and metrics when available: infection name, SIR, observed cases, fewer or more infections than predicted.
Preserve all numerical values and performance directions.

Hospital Information:
Central Line Associated Bloodstream Infection had an SIR of 0.60, indicating fewer infections than predicted. Catheter Associated Urinary Tract Infections had an SIR of 0.30, indicating fewer infections than predicted. SSI - Colon Surgery had an SIR of 0.74, indicating fewer infections than predicted. SSI - Abdominal Hysterectomy had an SIR of 1.32, indicating more infections than predicted. MRSA Bacteremia had an SIR of 0.73, indicating fewer infections than predicted. Clostridium Difficile (C.Diff) had an SIR of 0.52, indicating fewer infections than predicted.

Summary:",232,Create a summary of the hospital performance results. Describe the results of each measure and metric. Include the following information in your summary: Identify the most important performance metrics. Highlight the strengths and weaknesses of your hospital.,9.165286799994647,39.67868243243245,0.0,0.0,1.0,37,0.4457831325301205
Training,390231,JEFFERSON ABINGTON HOSPITAL,Healthcare-Associated Infections,Community Report,3,"Central Line Associated Bloodstream Infection had an SIR of 0.60, indicating fewer infections than predicted. Catheter Associated Urinary Tract Infections had an SIR of 0.30, indicating fewer infections than predicted. SSI - Colon Surgery had an SIR of 0.74, indicating fewer infections than predicted. SSI - Abdominal Hysterectomy had an SIR of 1.32, indicating more infections than predicted. MRSA Bacteremia had an SIR of 0.73, indicating fewer infections than predicted. Clostridium Difficile (C.Diff) had an SIR of 0.52, indicating fewer infections than predicted.","Translate the hospital information into a short public hospital report. Use clear nontechnical language, identify important comparisons, and preserve all factual values and performance directions.
Prioritize these measures and metrics when available: infection name, SIR, observed cases, fewer or more infections than predicted.
Preserve all numerical values and performance directions.

Hospital Information:
Central Line Associated Bloodstream Infection had an SIR of 0.60, indicating fewer infections than predicted. Catheter Associated Urinary Tract Infections had an SIR of 0.30, indicating fewer infections than predicted. SSI - Colon Surgery had an SIR of 0.74, indicating fewer infections than predicted. SSI - Abdominal Hysterectomy had an SIR of 1.32, indicating more infections than predicted. MRSA Bacteremia had an SIR of 0.73, indicating fewer infections than predicted. Clostridium Difficile (C.Diff) had an SIR of 0.52, indicating fewer infections than predicted.

Summary:",233,"Central Line Associated Bloodstream Infection had an SIR of 0.60, indicating fewer infections than predicted. Catheter  associated Urinary Tract Infected patients were averaging 1.32 cases per day. SSI - Colon Surgery patients averaged 0.74 cases/day. Abdominal Hysterectomy patients Averaged 1.3 cases. MRSA Bacteremia patients exhibited 0.73%. Clostridium Difficile (C.Diff) patients experienced 0.52%.",20.614391100010835,1.5653846153846587,0.8333333333333334,0.8333333333333334,1.0,52,0.6265060240963856
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Patient Friendly,1,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language and short sentences. Preserve all numbers and performance directions.
Prioritize these measures and metrics when available: measure name, result, faster or slower than average.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",184,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better.",12.657395699992776,25.028947368421086,0.0,0.0,0.6666666666666666,37,0.4567901234567901
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Patient Friendly,2,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Explain the hospital information as if speaking to a patient choosing where to receive care. Avoid technical jargon and make each result easy to understand. Do not add facts or change statistics.
Prioritize these measures and metrics when available: measure name, result, faster or slower than average.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",192,Explain the results in a clear and concise manner. Use the following metrics to describe the hospital’s performance. Describe the relative strengths and weaknesses of each measure. Compare the performance of the two measures.,8.06766789998801,57.7594642857143,0.0,0.0,0.0,34,0.41975308641975306
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Patient Friendly,3,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Translate the hospital information into clear patient-friendly language. Focus on what the results mean, use simple wording, and preserve all numbers and performance interpretations.
Prioritize these measures and metrics when available: measure name, result, faster or slower than average.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",186,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with the result of 262 (slower than average). The greatest opportunity was Average(medianumber) of times patients were admitted to the ER.",17.033946000010474,27.062857142857155,0.5,1.0,1.0,62,0.7654320987654321
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Executive Summary,1,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Rewrite the hospital information as an executive summary for hospital leadership. Prioritize major strengths, weaknesses, and benchmark comparisons. Preserve all numerical values.
Prioritize these measures and metrics when available: measure name, hospital score, benchmark, performance, count or volume.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",189,"Rewrite the hospital information as an executive summary for hospital leadership. Prioritize major strengths, weaknesses, and benchmark comparisons. Preserve all numerical values. Maintain all quantitative values and metrics when available: measure name, hospital score, benchmark, performance, count or volume.",10.674500699999044,16.89259615384617,0.0,0.0,0.0,39,0.48148148148148145
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Executive Summary,2,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Summarize the hospital information for an executive audience. Use professional, direct language and emphasize performance relative to comparison groups. Keep all quantitative evidence unchanged.
Prioritize these measures and metrics when available: measure name, hospital score, benchmark, performance, count or volume.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",186,Prepare a presentation of the hospital information. Identify the strengths and opportunities for improvement in the performance of your hospital. Use the following metrics to measure performance: Describe the relative strengths of each performance measure.,10.360945899999933,25.79333333333335,0.0,0.0,0.0,35,0.43209876543209874
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Executive Summary,3,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Create a brief leadership-level performance summary. Highlight areas performing above and below benchmark while retaining the exact numerical findings.
Prioritize these measures and metrics when available: measure name, hospital score, benchmark, performance, count or volume.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",181,"Highlight areas performing above and below benchmark while retaining the exact numerical findings. Prioritize these measures and metrics when available: measure name, hospital score, benchmark, performance, count or volume. Keep all numerical values and performance directions.",11.926603500003694,25.455000000000013,0.0,0.0,0.0,36,0.4444444444444444
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Clinical,1,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Rewrite the hospital information for a healthcare professional audience. Maintain appropriate clinical terminology, report quantitative performance precisely, and do not add unsupported conclusions.
Prioritize these measures and metrics when available: measure name, hospital score, unit, benchmark, difference from benchmark, time, count or volume, performance.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",194,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with an average result of 262 (slower than average). The greatest opportunity was average (medium) times patients were admitted to the ER.",21.556579500000225,27.062857142857155,0.5,1.0,1.0,63,0.7777777777777778
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Clinical,2,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Present the hospital information in a clinical style. Retain measure names, numerical values, and performance direction. Do not infer causation or statistical significance.
Prioritize these measures and metrics when available: measure name, hospital score, unit, benchmark, difference from benchmark, time, count or volume, performance.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",199,"Present the information in a clear, concise, and concise manner. Use the following metrics when available: Describe the measures and metrics. Identify the strengths and weaknesses of each measure. Compare the performance of the hospital to the national average.",13.027102399995783,45.09259615384616,0.0,0.0,0.3333333333333333,39,0.48148148148148145
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Clinical,3,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Convert the hospital information into a professional clinical performance narrative. Preserve the reported scores and performance classifications for every included measure.
Prioritize these measures and metrics when available: measure name, hospital score, unit, benchmark, difference from benchmark, time, count or volume, performance.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",192,"Convert the hospital information into a professional clinical performance narrative. Preserve the reported scores and performance classifications for every included measure. Prioritize these measures and metrics when available: measure name, hospital score, unit, benchmark, difference from benchmark.",12.315830299994559,4.538288288288271,0.0,0.0,0.0,37,0.4567901234567901
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Community Report,1,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Rewrite the hospital information for a public community report. Use accessible, neutral, and informative language while preserving all numerical facts.
Prioritize these measures and metrics when available: measure name, result, performance compared with average.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",180,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better.",25.28706690001127,25.028947368421086,0.0,0.0,0.6666666666666666,37,0.4567901234567901
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Community Report,2,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Create a community-facing summary of the hospital performance results. Keep the tone balanced and understandable for the general public. Do not exaggerate strengths or weaknesses.
Prioritize these measures and metrics when available: measure name, result, performance compared with average.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",188,Write a summary of the hospital performance results. Describe the strengths and weaknesses of each measure. List the measures and metrics that are most important to the community. Write the summary in the following format:,16.2727942999918,52.381904761904764,0.0,0.0,0.0,35,0.43209876543209874
Training,390231,JEFFERSON ABINGTON HOSPITAL,Timely and Effective Care,Community Report,3,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).","Translate the hospital information into a short public hospital report. Use clear nontechnical language, identify important comparisons, and preserve all factual values and performance directions.
Prioritize these measures and metrics when available: measure name, result, performance compared with average.
Preserve all numerical values and performance directions.

Hospital Information:
For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with a result of 262 (slower than average). The greatest opportunity was Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better at 503 (slower than average).

Summary:",189,"For timely and effective care, Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better was a relative strength with an average result of 262 (slower than average). The greatest opportunity was average (medium) times patients stayed in hospital for mental health care.",22.858393400005298,27.357179487179508,0.5,1.0,1.0,65,0.8024691358024691
